CustomerKey,GeographyKey,CustomerALTERNATEkEY,FullName,Gender,City,Sales TerritoryKey
21345,49,AW00021345,Kristina Martinez,Female,Cliffside,6
21346,368,AW00021346,Christian Rodriguez,Male,Santa Cruz,4
21347,49,AW00021347,Alisha Raji,Female,Cliffside,6
21348,52,AW00021348,Alexis Patterson,Female,Langley,6
21349,54,AW00021349,Bryan Kelly,Male,N. Vancouver,6
21350,307,AW00021350,Mindy Sharma,Female,Chula Vista,4
21351,334,AW00021351,James Coleman,Male,Lakewood,4
21352,68,AW00021352,Morgan Long,Female,Vancouver,6
21353,610,AW00021353,Karen Wu,Female,Bothell,1
21354,52,AW00021354,Morgan Bailey,Female,Langley,6
21355,627,AW00021355,Mya Diaz,Female,Marysville,1
21356,335,AW00021356,Gabriella Evans,Female,Lemon Grove,4
21357,616,AW00021357,Jada Nelson,Female,Everett,1
21358,348,AW00021358,Cody Reed,Male,Oakland,4
21359,12,AW00021359,Johnny Luo,Male,North Sydney,9
21360,6,AW00021360,Orlando Gill,Male,Lavender Bay,9
21361,37,AW00021361,Ricky Romero,Male,Seaford,9
21362,39,AW00021362,Angel Evans,Male,Sunbury,9
21363,29,AW00021363,Tammy Arthur,Female,Findon,9
21364,54,AW00021364,Charles Gray,Male,N. Vancouver,6
21365,7,AW00021365,Gloria Ramos,Female,Malabar,9
21366,36,AW00021366,Kelvin Andersen,Male,Melton,9
21367,13,AW00021367,Cindy Rana,Female,Port Macquarie,9
21368,314,AW00021368,Mason Collins,Male,Daly City,4
21369,359,AW00021369,Sarah Rodriguez,Female,San Diego,4
21370,36,AW00021370,Emmanuel Martinez,Male,Melton,9
21371,9,AW00021371,Ann Patel,Female,Milsons Point,9
21372,26,AW00021372,Wayne Raje,Male,Rockhampton,9
21373,37,AW00021373,Clayton Liu,Male,Seaford,9
21374,18,AW00021374,Stacey Zhou,Female,Sydney,9
21375,18,AW00021375,Carl Sharma,Male,Sydney,9
21376,39,AW00021376,Paula Ramos,Female,Sunbury,9
21377,4,AW00021377,Allison Bailey,Female,Goulburn,9
21378,31,AW00021378,Rebekah Diaz,Female,Hobart,9
21379,4,AW00021379,Colleen Huang,Female,Goulburn,9
21380,4,AW00021380,Candace Sara,Female,Goulburn,9
21381,15,AW00021381,Francis Ruiz,Male,Silverwater,9
21382,25,AW00021382,Brad Chander,Male,Hervey Bay,9
21383,32,AW00021383,Ricardo Anand,Male,Bendigo,9
21384,12,AW00021384,Ronnie Lin,Male,North Sydney,9
21385,312,AW00021385,Nicole Peterson,Female,Coronado,4
21386,322,AW00021386,Abigail Wood,Female,Fremont,4
21387,26,AW00021387,Nelson Diaz,Male,Rockhampton,9
21388,546,AW00021388,Nicole Lee,Female,Oregon City,1
21389,40,AW00021389,Jamie Sun,Female,Warrnambool,9
21390,7,AW00021390,Grant Becker,Male,Malabar,9
21391,21,AW00021391,Dawn Xie,Female,Caloundra,9
21392,26,AW00021392,Kelli Lin,Female,Rockhampton,9
21393,33,AW00021393,Candace Arun,Female,Cranbourne,9
21394,40,AW00021394,Gabriella Parker,Female,Warrnambool,9
21395,609,AW00021395,Alexia Hughes,Female,Bellingham,1
21396,612,AW00021396,Megan Martinez,Female,Burien,1
21397,631,AW00021397,Mason Howard,Male,Olympia,1
21398,372,AW00021398,Ethan Diaz,Male,Spring Valley,4
21399,385,AW00021399,Ian Hughes,Male,Woodland Hills,4
21400,50,AW00021400,Adam Campbell,Male,Haney,6
21401,543,AW00021401,Eric Powell,Male,Lebanon,1
21402,19,AW00021402,Kevin King,Male,Wollongong,9
21403,26,AW00021403,Lisa Roy,Male,Rockhampton,9
21404,25,AW00021404,Julio Sanz,Male,Hervey Bay,9
21405,23,AW00021405,Bonnie Shen,Female,Gold Coast,9
21406,33,AW00021406,Troy Chandra,Male,Cranbourne,9
21407,33,AW00021407,Wesley Lin,Male,Cranbourne,9
21408,32,AW00021408,Autumn Chen,Female,Bendigo,9
21409,36,AW00021409,Johnny Deng,Male,Melton,9
21410,614,AW00021410,Eric Zhang,Male,Edmonds,1
21411,335,AW00021411,Maria Kelly,Female,Lemon Grove,4
21412,62,AW00021412,Jordan Alexander,Male,Royal Oak,6
21413,618,AW00021413,Dalton Robinson,Male,Issaquah,1
21414,543,AW00021414,Aaron Butler,Male,Lebanon,1
21415,634,AW00021415,Sydney Sanchez,Female,Redmond,1
21416,300,AW00021416,Ryan Butler,Male,Beverly Hills,4
21417,301,AW00021417,Gabrielle Torres,Female,Burbank,4
21418,20,AW00021418,Alicia Chapman,Female,Brisbane,9
21419,312,AW00021419,Gilbert Ma,Male,Coronado,4
21420,338,AW00021420,Isabella Carter,Female,Los Angeles,4
21421,638,AW00021421,Ashley Ross,Female,Sedro Woolley,1
21422,348,AW00021422,Karen Wood,Female,Oakland,4
21423,71,AW00021423,Connor Adams,Male,Westminster,6
21424,316,AW00021424,Emily Alexander,Female,El Cajon,4
21425,343,AW00021425,Carlos Hall,Male,National City,4
21426,310,AW00021426,Jon Raje,Male,Colma,4
21427,632,AW00021427,Kelly Foster,Female,Port Orchard,1
21428,612,AW00021428,Jada Brooks,Female,Burien,1
21429,547,AW00021429,Isabella Sandberg,Female,Portland,1
21430,301,AW00021430,Savannah Morgan,Female,Burbank,4
21431,49,AW00021431,Preston Kapoor,Male,Cliffside,6
21432,616,AW00021432,Melanie Ward,Female,Everett,1
21433,311,AW00021433,Gerald Martinez,Male,Concord,4
21434,361,AW00021434,Isabella Smith,Female,San Gabriel,4
21435,369,AW00021435,Connor Alexander,Male,Santa Monica,4
21436,611,AW00021436,Brandi Serrano,Female,Bremerton,1
21437,307,AW00021437,Whitney Sara,Female,Chula Vista,4
21438,368,AW00021438,Edward Price,Male,Santa Cruz,4
21439,634,AW00021439,Thomas Clark,Male,Redmond,1
21440,336,AW00021440,Ian Morgan,Male,Lincoln Acres,4
21441,60,AW00021441,Edward Nelson,Male,Port Hammond,6
21442,331,AW00021442,Savannah Cook,Female,La Jolla,4
21443,631,AW00021443,Zoe Morgan,Female,Olympia,1
21444,352,AW00021444,Blake Lopez,Male,Palo Alto,4
21445,609,AW00021445,Madeline Evans,Female,Bellingham,1
21446,68,AW00021446,Jeremy Barnes,Male,Vancouver,6
21447,60,AW00021447,Anthony Harris,Male,Port Hammond,6
21448,311,AW00021448,Jenna Nelson,Female,Concord,4
21449,311,AW00021449,Devon Raheem,Male,Concord,4
21450,68,AW00021450,Nathan Bryant,Male,Vancouver,6
21451,311,AW00021451,Jocelyn Ross,Female,Concord,4
21452,539,AW00021452,Seth Bailey,Male,Corvallis,1
21453,49,AW00021453,Wayne Deng,Male,Cliffside,6
21454,311,AW00021454,Alvin Goldstein,Male,Concord,4
21455,609,AW00021455,Samuel Shan,Male,Bellingham,1
21456,543,AW00021456,Dalton Gonzales,Male,Lebanon,1
21457,300,AW00021457,Jamie Serrano,Male,Beverly Hills,4
21458,335,AW00021458,Carson Price,Male,Lemon Grove,4
21459,374,AW00021459,Luis Alexander,Male,Torrance,4
21460,372,AW00021460,Jack Carter,Male,Spring Valley,4
21461,60,AW00021461,Elizabeth Simmons,Female,Port Hammond,6
21462,345,AW00021462,Katelyn Nelson,Female,Newport Beach,4
21463,372,AW00021463,Logan Roberts,Male,Spring Valley,4
21464,51,AW00021464,Miguel Griffin,Male,Langford,6
21465,360,AW00021465,Austin Shan,Male,San Francisco,4
21466,542,AW00021466,Austin Jones,Male,Lake Oswego,1
21467,632,AW00021467,David Harris,Male,Port Orchard,1
21468,336,AW00021468,Ethan Yang,Male,Lincoln Acres,4
21469,316,AW00021469,Caitlin Bell,Female,El Cajon,4
21470,307,AW00021470,Stephanie Jenkins,Female,Chula Vista,4
21471,51,AW00021471,Marcus Carter,Male,Langford,6
21472,325,AW00021472,Patrick Ward,Male,Glendale,4
21473,612,AW00021473,Stacy Rubio,Female,Burien,1
21474,623,AW00021474,Lucas Gray,Male,Kirkland,1
21475,314,AW00021475,Cassidy Alexander,Female,Daly City,4
21476,315,AW00021476,Hunter Jenkins,Male,Downey,4
21477,339,AW00021477,Katelyn Watson,Female,Mill Valley,4
21478,343,AW00021478,Abigail Reed,Female,National City,4
21479,359,AW00021479,Noah Foster,Male,San Diego,4
21480,49,AW00021480,Alfredo Martin,Male,Cliffside,6
21481,614,AW00021481,Jose Diaz,Male,Edmonds,1
21482,542,AW00021482,Haley Flores,Female,Lake Oswego,1
21483,637,AW00021483,Michelle Bailey,Female,Seattle,1
21484,638,AW00021484,Abigail Coleman,Female,Sedro Woolley,1
21485,641,AW00021485,Brandon Clark,Male,Spokane,1
21486,301,AW00021486,Suzanne Gao,Female,Burbank,4
21487,347,AW00021487,Jacqueline Ramirez,Female,Novato,4
21488,359,AW00021488,Madison Henderson,Female,San Diego,4
21489,49,AW00021489,Neil Gutierrez,Male,Cliffside,6
21490,50,AW00021490,Cole Ward,Male,Haney,6
21491,623,AW00021491,Joseph Lewis,Male,Kirkland,1
21492,314,AW00021492,Robert Jai,Male,Daly City,4
21493,359,AW00021493,Carson Coleman,Male,San Diego,4
21494,54,AW00021494,Kayla Gonzales,Female,N. Vancouver,6
21495,631,AW00021495,James Hughes,Male,Olympia,1
21496,300,AW00021496,Nichole Rai,Female,Beverly Hills,4
21497,307,AW00021497,Patrick Cox,Male,Chula Vista,4
21498,312,AW00021498,Cameron Wilson,Male,Coronado,4
21499,358,AW00021499,Bailey Ramirez,Female,San Carlos,4
21500,642,AW00021500,Devin Long,Male,Tacoma,1
21501,59,AW00021501,Deb Foster,Male,Oak Bay,6
21502,326,AW00021502,Morgan Clark,Female,Grossmont,4
21503,626,AW00021503,Melanie Long,Female,Lynnwood,1
21504,611,AW00021504,Chloe Torres,Female,Bremerton,1
21505,192,AW00021505,Ronald Gonzalez,Male,Paris,7
21506,173,AW00021506,Randall Gutierrez,Male,Poing,8
21507,231,AW00021507,Hunter Smith,Male,Billericay,10
21508,229,AW00021508,Suzanne Li,Female,Berks,10
21509,247,AW00021509,Michele Lopez,Female,London,10
21510,155,AW00021510,Carol Perry,Female,Bottrop,8
21511,265,AW00021511,Richard Sanders,Male,Peterborough,10
21512,231,AW00021512,Emma Russell,Female,Billericay,10
21513,197,AW00021513,Stacey Xu,Female,Paris,7
21514,134,AW00021514,Krystal Zhu,Female,München,8
21515,233,AW00021515,Barbara Yuan,Female,Bracknell,10
21516,246,AW00021516,Larry Serrano,Male,London,10
21517,257,AW00021517,Gerald Subram,Male,London,10
21518,197,AW00021518,Ruben Madan,Male,Paris,7
21519,162,AW00021519,Franklin Becker,Male,Werne,8
21520,238,AW00021520,Seth Baker,Male,Gateshead,10
21521,187,AW00021521,Joanna Romero,Female,Lille,7
21522,196,AW00021522,Morgan Bryant,Female,Paris,7
21523,175,AW00021523,Timothy Green,Male,Saarlouis,8
21524,265,AW00021524,Faith Wood,Female,Peterborough,10
21525,241,AW00021525,Victoria Howard,Female,Kirkby,10
21526,172,AW00021526,Jonathon Munoz,Male,Offenbach,8
21527,211,AW00021527,Sergio Patel,Male,Les Ulis,7
21528,151,AW00021528,Jay Moreno,Male,Paderborn,8
21529,183,AW00021529,Kristi Martinez,Female,Orleans,7
21530,182,AW00021530,Toni Raman,Female,Saint Ouen,7
21531,223,AW00021531,Kari Vance,Female,Saint-Denis,7
21532,175,AW00021532,Sierra Turner,Female,Saarlouis,8
21533,259,AW00021533,Gilbert Tang,Male,Milton Keynes,10
21534,250,AW00021534,Warren Rai,Male,London,10
21535,206,AW00021535,Alfredo Sandberg,Male,Roissy en Brie,7
21536,128,AW00021536,Billy Rubio,Male,Dresden,8
21537,147,AW00021537,Gloria Navarro,Female,Hamburg,8
21538,220,AW00021538,Tara Luo,Female,Bobigny,7
21539,209,AW00021539,Phillip Raman,Male,Versailles,7
21540,255,AW00021540,Ross Rubio,Male,London,10
21541,265,AW00021541,Daisy Gutierrez,Female,Peterborough,10
21542,220,AW00021542,Patricia Vance,Female,Bobigny,7
21543,211,AW00021543,Naomi Romero,Female,Les Ulis,7
21544,240,AW00021544,Gary Moreno,Male,High Wycombe,10
21545,277,AW00021545,Michele Schmidt,Female,York,10
21546,155,AW00021546,Cory Garcia,Male,Bottrop,8
21547,238,AW00021547,Brad Raje,Male,Gateshead,10
21548,254,AW00021548,Christy Chander,Female,London,10
21549,126,AW00021549,Jerome Ruiz,Male,Berlin,8
21550,163,AW00021550,Kara Deng,Female,Berlin,8
21551,39,AW00021551,Elijah Butler,Male,Sunbury,9
21552,20,AW00021552,Francis Alvarez,Male,Brisbane,9
21553,27,AW00021553,Allen Suri,Male,Townsville,9
21554,4,AW00021554,Molly Rana,Female,Goulburn,9
21555,35,AW00021555,Jarrod Madan,Male,Melbourne,9
21556,15,AW00021556,Gloria Serrano,Female,Silverwater,9
21557,6,AW00021557,Kate Lal,Female,Lavender Bay,9
21558,4,AW00021558,Nicole Coleman,Female,Goulburn,9
21559,26,AW00021559,Pedro Malhotra,Male,Rockhampton,9
21560,35,AW00021560,Kristopher Lopez,Male,Melbourne,9
21561,8,AW00021561,Albert Navarro,Male,Matraville,9
21562,3,AW00021562,Drew Jai,Male,Darlinghurst,9
21563,24,AW00021563,Carla Mehta,Female,Hawthorne,9
21564,27,AW00021564,Erica Liu,Female,Townsville,9
21565,21,AW00021565,Sheena Shan,Female,Caloundra,9
21566,22,AW00021566,Jermaine Garcia,Male,East Brisbane,9
21567,18,AW00021567,Candace Sanchez,Female,Sydney,9
21568,23,AW00021568,Jacquelyn Hernandez,Female,Gold Coast,9
21569,5,AW00021569,Brendan Rai,Male,Lane Cove,9
21570,11,AW00021570,Barry Kovár,Male,North Ryde,9
21571,8,AW00021571,Darryl Yang,Male,Matraville,9
21572,7,AW00021572,Randall Ramos,Male,Malabar,9
21573,14,AW00021573,Jimmy Munoz,Male,Rhodes,9
21574,638,AW00021574,Fernando Lewis,Male,Sedro Woolley,1
21575,322,AW00021575,Justin Foster,Male,Fremont,4
21576,546,AW00021576,Benjamin Gonzales,Male,Oregon City,1
21577,49,AW00021577,Tiffany Ma,Female,Cliffside,6
21578,642,AW00021578,Jordan Green,Male,Tacoma,1
21579,553,AW00021579,Wyatt Jackson,Male,Woodburn,1
21580,52,AW00021580,Mariah Ward,Female,Langley,6
21581,71,AW00021581,Rachel Russell,Female,Westminster,6
21582,49,AW00021582,Amber Roberts,Female,Cliffside,6
21583,653,AW00021583,Jaclyn Lal,Female,Casper,1
21584,616,AW00021584,Gavin Bryant,Male,Everett,1
21585,543,AW00021585,Trinity Gray,Female,Lebanon,1
21586,552,AW00021586,Stephanie Foster,Female,W. Linn,1
21587,298,AW00021587,Jenna Roberts,Female,Bellflower,4
21588,301,AW00021588,Theodore Martin,Male,Burbank,4
21589,60,AW00021589,Vanessa Coleman,Female,Port Hammond,6
21590,609,AW00021590,Taylor Gonzales,Female,Bellingham,1
21591,310,AW00021591,Clayton Goel,Male,Colma,4
21592,623,AW00021592,Christina Reed,Female,Kirkland,1
21593,301,AW00021593,Marcus Roberts,Male,Burbank,4
21594,322,AW00021594,Brianna Moore,Female,Fremont,4
21595,54,AW00021595,Juan Ward,Male,N. Vancouver,6
21596,553,AW00021596,Luke Wright,Male,Woodburn,1
21597,312,AW00021597,Jose Jones,Male,Coronado,4
21598,648,AW00021598,Chloe Perez,Female,Yakima,1
21599,548,AW00021599,Sara Lopez,Female,Salem,1
21600,368,AW00021600,Alexa Bell,Female,Santa Cruz,4
21601,360,AW00021601,Jacqueline Bell,Female,San Francisco,4
21602,612,AW00021602,Manuel Malhotra,Male,Burien,1
21603,609,AW00021603,Seth Barnes,Male,Bellingham,1
21604,315,AW00021604,Melanie Howard,Female,Downey,4
21605,612,AW00021605,Brittney Ye,Female,Burien,1
21606,614,AW00021606,Connor Roberts,Male,Edmonds,1
21607,614,AW00021607,Bryce Torres,Male,Edmonds,1
21608,634,AW00021608,David Griffin,Male,Redmond,1
21609,307,AW00021609,Tabitha Blanco,Female,Chula Vista,4
21610,322,AW00021610,Caleb Edwards,Male,Fremont,4
21611,385,AW00021611,Ethan Wilson,Male,Woodland Hills,4
21612,548,AW00021612,Spencer Foster,Male,Salem,1
21613,57,AW00021613,Caleb Powell,Male,Newton,6
21614,49,AW00021614,William Thomas,Male,Cliffside,6
21615,311,AW00021615,Grace Torres,Female,Concord,4
21616,612,AW00021616,Carson Wood,Male,Burien,1
21617,539,AW00021617,Jennifer Miller,Female,Corvallis,1
21618,54,AW00021618,Elijah Carter,Male,N. Vancouver,6
21619,385,AW00021619,Angela Patterson,Female,Woodland Hills,4
21620,50,AW00021620,Mariah Brooks,Female,Haney,6
21621,54,AW00021621,Jordan Parker,Male,N. Vancouver,6
21622,59,AW00021622,Ethan Winston,Male,Oak Bay,6
21623,632,AW00021623,Connor Diaz,Male,Port Orchard,1
21624,642,AW00021624,Faith Price,Female,Tacoma,1
21625,553,AW00021625,Jennifer Hall,Female,Woodburn,1
21626,648,AW00021626,Brianna Garcia,Female,Yakima,1
21627,302,AW00021627,Bailey Roberts,Female,Burlingame,4
21628,612,AW00021628,Kelli Xu,Female,Burien,1
21629,52,AW00021629,Thomas Thomas,Male,Langley,6
21630,627,AW00021630,Faith Jenkins,Female,Marysville,1
21631,49,AW00021631,Martin Sanchez,Male,Cliffside,6
21632,312,AW00021632,Jaclyn Liang,Female,Coronado,4
21633,633,AW00021633,Cameron Zhang,Male,Puyallup,1
21634,614,AW00021634,Arianna Cook,Female,Edmonds,1
21635,352,AW00021635,Christian Lewis,Male,Palo Alto,4
21636,385,AW00021636,Katherine Rivera,Female,Woodland Hills,4
21637,359,AW00021637,Richard Lewis,Male,San Diego,4
21638,539,AW00021638,Olivia Harris,Female,Corvallis,1
21639,612,AW00021639,Anthony Wilson,Male,Burien,1
21640,314,AW00021640,Charles Cooper,Male,Daly City,4
21641,314,AW00021641,Kaylee Perez,Female,Daly City,4
21642,59,AW00021642,Alexandra Rodriguez,Female,Oak Bay,6
21643,311,AW00021643,Wyatt Diaz,Male,Concord,4
21644,383,AW00021644,Sydney Howard,Female,West Covina,4
21645,644,AW00021645,Spencer Alexander,Male,Walla Walla,1
21646,335,AW00021646,Luis Bryant,Male,Lemon Grove,4
21647,611,AW00021647,Blake Brown,Male,Bremerton,1
21648,301,AW00021648,Ronnie Sun,Male,Burbank,4
21649,311,AW00021649,Keith Nara,Male,Concord,4
21650,312,AW00021650,Cedric Zeng,Male,Coronado,4
21651,633,AW00021651,Sean Cooper,Male,Puyallup,1
21652,68,AW00021652,Julia Bell,Female,Vancouver,6
21653,361,AW00021653,Jose Anderson,Male,San Gabriel,4
21654,329,AW00021654,Aidan Barnes,Male,Imperial Beach,4
21655,56,AW00021655,Zachary Bryant,Male,Newton,6
21656,69,AW00021656,Hannah Hayes,Female,Victoria,6
21657,609,AW00021657,Sara Green,Female,Bellingham,1
21658,68,AW00021658,Jocelyn Powell,Female,Vancouver,6
21659,50,AW00021659,Gabrielle Jenkins,Female,Haney,6
21660,339,AW00021660,Allison Watson,Female,Mill Valley,4
21661,163,AW00021661,Terry Champion,Male,Berlin,8
21662,206,AW00021662,Orlando Muñoz,Male,Roissy en Brie,7
21663,177,AW00021663,Kenneth Goel,Male,Stuttgart,8
21664,189,AW00021664,Edwin Yuan,Male,Roubaix,7
21665,180,AW00021665,Karl Jai,Male,Colomiers,7
21666,153,AW00021666,Leslie Jimenez,Female,Berlin,8
21667,159,AW00021667,Crystal Zhang,Female,München,8
21668,234,AW00021668,Christina Rogers,Female,Bury,10
21669,236,AW00021669,Jessica Rodriguez,Female,Cheltenham,10
21670,187,AW00021670,Benjamin Lal,Male,Lille,7
21671,189,AW00021671,Nicolas Jai,Male,Roubaix,7
21672,166,AW00021672,Craig Gomez,Male,Frankfurt am Main,8
21673,196,AW00021673,Jésus Gill,Male,Paris,7
21674,155,AW00021674,Jada Morris,Female,Bottrop,8
21675,202,AW00021675,Adriana Rana,Female,Paris,7
21676,219,AW00021676,Valerie Guo,Female,Suresnes,7
21677,220,AW00021677,Cedric Chander,Male,Bobigny,7
21678,260,AW00021678,Alvin Tang,Male,Milton Keynes,10
21679,230,AW00021679,Drew Yuan,Male,Berkshire,10
21680,135,AW00021680,Ricky Torres,Male,Salzgitter,8
21681,157,AW00021681,Casey Ortega,Male,Hannover,8
21682,234,AW00021682,Katrina Goel,Female,Bury,10
21683,279,AW00021683,Henry Suri,Male,York,10
21684,189,AW00021684,Mariah Bennett,Female,Roubaix,7
21685,632,AW00021685,Bailey Green,Female,Port Orchard,1
21686,302,AW00021686,Albert Ortega,Male,Burlingame,4
21687,316,AW00021687,Sarah Brown,Female,El Cajon,4
21688,361,AW00021688,Jesse Morris,Male,San Gabriel,4
21689,609,AW00021689,Olivia Simmons,Female,Bellingham,1
21690,49,AW00021690,Samantha Thomas,Female,Cliffside,6
21691,59,AW00021691,Brandon Martin,Male,Oak Bay,6
21692,648,AW00021692,Savannah Ward,Female,Yakima,1
21693,299,AW00021693,Alyssa Ashe,Female,Berkeley,4
21694,299,AW00021694,Bobby Sai,Male,Berkeley,4
21695,299,AW00021695,Ethan Rodriguez,Male,Berkeley,4
21696,614,AW00021696,Gabrielle Watson,Female,Edmonds,1
21697,385,AW00021697,Dalton Powell,Male,Woodland Hills,4
21698,311,AW00021698,Tracy She,Female,Concord,4
21699,339,AW00021699,Logan Sharma,Male,Mill Valley,4
21700,352,AW00021700,Juan Ramirez,Male,Palo Alto,4
21701,542,AW00021701,Abigail Sanders,Female,Lake Oswego,1
21702,64,AW00021702,Paige Gonzales,Female,Shawnee,6
21703,69,AW00021703,Paige Blue,Female,Victoria,6
21704,637,AW00021704,Charles Martinez,Male,Seattle,1
21705,307,AW00021705,Warren Sharma,Male,Chula Vista,4
21706,612,AW00021706,Haley Murphy,Female,Burien,1
21707,618,AW00021707,Cassidy Simmons,Female,Issaquah,1
21708,616,AW00021708,Andrea Brooks,Female,Everett,1
21709,546,AW00021709,Katherine Torres,Female,Oregon City,1
21710,62,AW00021710,Brittany Gonzales,Female,Royal Oak,6
21711,383,AW00021711,Hailey Gray,Female,West Covina,4
21712,316,AW00021712,Megan Ross,Female,El Cajon,4
21713,315,AW00021713,Jose Parker,Male,Downey,4
21714,612,AW00021714,Carmen Patel,Female,Burien,1
21715,644,AW00021715,Jonathan Ross,Male,Walla Walla,1
21716,612,AW00021716,Gerald Sara,Male,Burien,1
21717,374,AW00021717,Angel King,Male,Torrance,4
21718,336,AW00021718,Devin Roberts,Male,Lincoln Acres,4
21719,543,AW00021719,Morgan Torres,Female,Lebanon,1
21720,301,AW00021720,Raul Jai,Male,Burbank,4
21721,635,AW00021721,Sara Campbell,Female,Renton,1
21722,372,AW00021722,Spencer Wood,Male,Spring Valley,4
21723,302,AW00021723,Tiffany Huang,Female,Burlingame,4
21724,311,AW00021724,Mandy Yang,Female,Concord,4
21725,69,AW00021725,Gabrielle Cannata,Female,Victoria,6
21726,63,AW00021726,Morgan Hall,Female,Shawnee,6
21727,64,AW00021727,Arianna Flores,Female,Shawnee,6
21728,612,AW00021728,Madison Harris,Female,Burien,1
21729,641,AW00021729,Alexandria Morgan,Female,Spokane,1
21730,301,AW00021730,Noah Campbell,Male,Burbank,4
21731,331,AW00021731,Alexandra Diaz,Female,La Jolla,4
21732,57,AW00021732,Ian Johnson,Male,Newton,6
21733,627,AW00021733,Ian Simmons,Male,Marysville,1
21734,337,AW00021734,Grace Garcia,Female,Long Beach,4
21735,314,AW00021735,Grace Diaz,Female,Daly City,4
21736,301,AW00021736,Thomas Thompson,Male,Burbank,4
21737,223,AW00021737,Timothy Rivera,Male,Saint-Denis,7
21738,265,AW00021738,Francis Alonso,Male,Peterborough,10
21739,273,AW00021739,Dale Rai,Male,Watford,10
21740,273,AW00021740,Taylor Walker,Female,Watford,10
21741,54,AW00021741,Alexa Sanders,Female,N. Vancouver,6
21742,51,AW00021742,Katelyn Cox,Female,Langford,6
21743,307,AW00021743,Theresa Rubio,Female,Chula Vista,4
21744,310,AW00021744,Emma Perry,Female,Colma,4
21745,52,AW00021745,Isabel Foster,Female,Langley,6
21746,334,AW00021746,Xavier Hernandez,Male,Lakewood,4
21747,302,AW00021747,Derrick Munoz,Male,Burlingame,4
21748,325,AW00021748,Wyatt Harris,Male,Glendale,4
21749,310,AW00021749,Ashley Williams,Female,Colma,4
21750,312,AW00021750,Carlos Reed,Male,Coronado,4
21751,335,AW00021751,Logan Jackson,Male,Lemon Grove,4
21752,41,AW00021752,Rafael Li,Male,Calgary,6
21753,536,AW00021753,Morgan Robinson,Female,Beaverton,1
21754,548,AW00021754,Kaitlyn Lopez,Female,Salem,1
21755,312,AW00021755,Lucas White,Male,Coronado,4
21756,369,AW00021756,Allison Carter,Female,Santa Monica,4
21757,623,AW00021757,Elijah Wang,Male,Kirkland,1
21758,612,AW00021758,Patricia Malhotra,Female,Burien,1
21759,71,AW00021759,Jennifer Moore,Female,Westminster,6
21760,311,AW00021760,Margaret She,Female,Concord,4
21761,374,AW00021761,Makayla Sanders,Female,Torrance,4
21762,616,AW00021762,Andrea Hernandez,Female,Everett,1
21763,634,AW00021763,Madison Brown,Female,Redmond,1
21764,58,AW00021764,Nathan Smith,Male,Newton,6
21765,546,AW00021765,Nathaniel Kelly,Male,Oregon City,1
21766,298,AW00021766,Jesse Baker,Male,Bellflower,4
21767,298,AW00021767,Mariah Ramirez,Female,Bellflower,4
21768,53,AW00021768,Cole Watson,Male,Metchosin,6
21769,311,AW00021769,Michele Rubio,Female,Concord,4
21770,635,AW00021770,Brandon Thomas,Male,Renton,1
21771,307,AW00021771,Sheena Shen,Female,Chula Vista,4
21772,547,AW00021772,Sarah Patterson,Female,Portland,1
21773,536,AW00021773,Alyssa Rogers,Female,Beaverton,1
21774,374,AW00021774,Brian James,Male,Torrance,4
21775,345,AW00021775,Sean Ramirez,Male,Newport Beach,4
21776,623,AW00021776,Daniel Thompson,Male,Kirkland,1
21777,66,AW00021777,Emily Gonzales,Female,Sooke,6
21778,612,AW00021778,Louis Shen,Male,Burien,1
21779,311,AW00021779,Maurice Black,Male,Concord,4
21780,311,AW00021780,Pedro Gonzalez,Male,Concord,4
21781,626,AW00021781,Jared Rivera,Male,Lynnwood,1
21782,536,AW00021782,Blake Martin,Male,Beaverton,1
21783,612,AW00021783,Kate Goel,Female,Burien,1
21784,614,AW00021784,Mackenzie Hernandez,Female,Edmonds,1
21785,307,AW00021785,Tabitha Rodriguez,Female,Chula Vista,4
21786,316,AW00021786,Alexis Bennett,Female,El Cajon,4
21787,326,AW00021787,Rebecca Allen,Female,Grossmont,4
21788,331,AW00021788,Spencer Barnes,Male,La Jolla,4
21789,343,AW00021789,Lauren Griffin,Female,National City,4
21790,358,AW00021790,James Diaz,Male,San Carlos,4
21791,361,AW00021791,Richard Price,Male,San Gabriel,4
21792,69,AW00021792,Cassidy Butler,Female,Victoria,6
21793,546,AW00021793,Kaylee Scott,Female,Oregon City,1
21794,315,AW00021794,Alyssa James,Female,Downey,4
21795,361,AW00021795,Tristan Bennett,Male,San Gabriel,4
21796,66,AW00021796,Emma Ward,Female,Sooke,6
21797,609,AW00021797,Kelvin Gao,Male,Bellingham,1
21798,543,AW00021798,Jade Sanders,Female,Lebanon,1
21799,543,AW00021799,Angel Cook,Male,Lebanon,1
21800,311,AW00021800,Heidi Raman,Female,Concord,4
21801,352,AW00021801,Kaylee Cooper,Female,Palo Alto,4
21802,372,AW00021802,Lucas Roberts,Male,Spring Valley,4
21803,49,AW00021803,Emily Thomas,Female,Cliffside,6
21804,632,AW00021804,Brooke Cook,Female,Port Orchard,1
21805,635,AW00021805,Lucas Russell,Male,Renton,1
21806,301,AW00021806,Kelvin Xie,Male,Burbank,4
21807,310,AW00021807,Amanda Campbell,Female,Colma,4
21808,315,AW00021808,Amanda Green,Female,Downey,4
